Start,Finish,Distance (km),Steps (count)
17-Aug-2017 00:00,18-Aug-2017 00:00,7.71297003485379,13731.0
18-Aug-2017 00:00,19-Aug-2017 00:00,4.90668995808018,8072.0
19-Aug-2017 00:00,20-Aug-2017 00:00,0.0,0.0
20-Aug-2017 00:00,21-Aug-2017 00:00,2.12583955479832,4062.0
21-Aug-2017 00:00,22-Aug-2017 00:00,3.45535396294063,5952.0
22-Aug-2017 00:00,23-Aug-2017 00:00,4.25664999999991,7561.0
23-Aug-2017 00:00,24-Aug-2017 00:00,4.74713830157649,8411.0
24-Aug-2017 00:00,25-Aug-2017 00:00,5.09581078676297,9375.0
25-Aug-2017 00:00,26-Aug-2017 00:00,5.50078000000026,9634.0
26-Aug-2017 00:00,27-Aug-2017 00:00,1.45084000000078,2727.0
27-Aug-2017 00:00,28-Aug-2017 00:00,0.793610000003129,1451.0
28-Aug-2017 00:00,29-Aug-2017 00:00,4.37363000000222,7998.0
29-Aug-2017 00:00,30-Aug-2017 00:00,6.59816000001249,12343.0
30-Aug-2017 00:00,31-Aug-2017 00:00,5.1254699999888,9847.0
31-Aug-2017 00:00,01-Sep-2017 00:00,5.52979999999982,10379.0
01-Sep-2017 00:00,02-Sep-2017 00:00,5.35454000000819,9963.0
02-Sep-2017 00:00,03-Sep-2017 00:00,4.64401965572895,7127.0
03-Sep-2017 00:00,04-Sep-2017 00:00,0.705720000000671,1233.0
04-Sep-2017 00:00,05-Sep-2017 00:00,7.52868999999692,12124.0
05-Sep-2017 00:00,06-Sep-2017 00:00,4.54187000000826,8539.0
06-Sep-2017 00:00,07-Sep-2017 00:00,4.04775000001304,7565.0
07-Sep-2017 00:00,08-Sep-2017 00:00,5.40219000001368,9986.0
08-Sep-2017 00:00,09-Sep-2017 00:00,6.9311600000069,12633.0
09-Sep-2017 00:00,10-Sep-2017 00:00,10.1282861868106,16036.0
10-Sep-2017 00:00,11-Sep-2017 00:00,9.36885393189243,16593.0
11-Sep-2017 00:00,12-Sep-2017 00:00,9.4648392510789,14809.0
12-Sep-2017 00:00,13-Sep-2017 00:00,7.91893982127099,12913.0
13-Sep-2017 00:00,14-Sep-2017 00:00,5.86044000001368,10773.0
14-Sep-2017 00:00,15-Sep-2017 00:00,10.4855790508492,18695.0
15-Sep-2017 00:00,16-Sep-2017 00:00,6.12515000001388,11486.0
16-Sep-2017 00:00,17-Sep-2017 00:00,1.67067000000179,3112.0
17-Sep-2017 00:00,18-Sep-2017 00:00,7.46122000000835,13173.0
18-Sep-2017 00:00,19-Sep-2017 00:00,5.47212000000337,9839.0
19-Sep-2017 00:00,20-Sep-2017 00:00,9.72466084687412,14569.0
20-Sep-2017 00:00,21-Sep-2017 00:00,6.46400478292839,10722.0
21-Sep-2017 00:00,22-Sep-2017 00:00,7.67990000000387,12555.0
22-Sep-2017 00:00,23-Sep-2017 00:00,10.2211756163705,16139.0
23-Sep-2017 00:00,24-Sep-2017 00:00,8.50712884706631,14107.0
24-Sep-2017 00:00,25-Sep-2017 00:00,2.33314000001038,4399.0
25-Sep-2017 00:00,26-Sep-2017 00:00,5.45317000001227,9517.0
26-Sep-2017 00:00,27-Sep-2017 00:00,5.2987600000042,9648.0
27-Sep-2017 00:00,28-Sep-2017 00:00,7.76910346210329,12671.0
28-Sep-2017 00:00,29-Sep-2017 00:00,13.7218137599898,23092.0
29-Sep-2017 00:00,30-Sep-2017 00:00,8.1943199999996,13545.0
30-Sep-2017 00:00,01-Oct-2017 00:00,6.82681974981143,10892.0
01-Oct-2017 00:00,02-Oct-2017 00:00,2.08756999999611,3649.0
02-Oct-2017 00:00,03-Oct-2017 00:00,8.04907002436463,12993.0
03-Oct-2017 00:00,04-Oct-2017 00:00,16.3071783813355,24678.0
04-Oct-2017 00:00,05-Oct-2017 00:00,15.7558381306981,24474.0
05-Oct-2017 00:00,06-Oct-2017 00:00,19.3707411798907,28610.0
06-Oct-2017 00:00,07-Oct-2017 00:00,1.88736999999476,3570.0
07-Oct-2017 00:00,08-Oct-2017 00:00,8.25716116333613,13289.0
08-Oct-2017 00:00,09-Oct-2017 00:00,4.72400447407807,7700.0
09-Oct-2017 00:00,10-Oct-2017 00:00,5.15740000000433,9196.0
10-Oct-2017 00:00,11-Oct-2017 00:00,5.22697000000463,9196.0
11-Oct-2017 00:00,12-Oct-2017 00:00,5.26221000000602,8733.0
12-Oct-2017 00:00,13-Oct-2017 00:00,9.77036628212757,15363.0
13-Oct-2017 00:00,14-Oct-2017 00:00,9.64504960653349,15388.0
14-Oct-2017 00:00,15-Oct-2017 00:00,4.82540999999782,7735.0
15-Oct-2017 00:00,16-Oct-2017 00:00,1.87002000000188,3189.0
16-Oct-2017 00:00,17-Oct-2017 00:00,6.47852000000537,10893.0
17-Oct-2017 00:00,18-Oct-2017 00:00,6.80732000000635,11991.0
18-Oct-2017 00:00,19-Oct-2017 00:00,6.17004000000353,10918.0
19-Oct-2017 00:00,20-Oct-2017 00:00,12.2909818029415,19994.0
20-Oct-2017 00:00,21-Oct-2017 00:00,13.1181926525692,21683.0
21-Oct-2017 00:00,22-Oct-2017 00:00,6.65082000000402,11856.0
22-Oct-2017 00:00,23-Oct-2017 00:00,1.39776999999955,1888.0
23-Oct-2017 00:00,24-Oct-2017 00:00,6.75915000000037,11530.0
24-Oct-2017 00:00,25-Oct-2017 00:00,7.46480000000889,13383.0
25-Oct-2017 00:00,26-Oct-2017 00:00,9.3391406453927,14852.0
26-Oct-2017 00:00,27-Oct-2017 00:00,7.98286000000197,13347.0
27-Oct-2017 00:00,28-Oct-2017 00:00,6.49109000000381,11399.0
28-Oct-2017 00:00,29-Oct-2017 00:00,3.72129000000167,5997.0
29-Oct-2017 00:00,30-Oct-2017 00:00,4.8786999999932,7615.0
30-Oct-2017 00:00,31-Oct-2017 00:00,7.82489999999292,11994.0
31-Oct-2017 00:00,01-Nov-2017 00:00,6.89882000000728,11766.0
01-Nov-2017 00:00,02-Nov-2017 00:00,6.41838000000757,11019.0
02-Nov-2017 00:00,03-Nov-2017 00:00,7.22121000000439,11565.0
03-Nov-2017 00:00,04-Nov-2017 00:00,3.94472999999556,6066.0
04-Nov-2017 00:00,05-Nov-2017 00:00,6.5546200000036,11346.0
05-Nov-2017 00:00,06-Nov-2017 00:00,3.40671000000159,5581.0
06-Nov-2017 00:00,07-Nov-2017 00:00,7.1138500000115,11210.0
07-Nov-2017 00:00,08-Nov-2017 00:00,6.44316000000457,10343.0
08-Nov-2017 00:00,09-Nov-2017 00:00,8.33325605738442,13722.0
09-Nov-2017 00:00,10-Nov-2017 00:00,7.82468000000063,13792.0
10-Nov-2017 00:00,11-Nov-2017 00:00,6.41721000000206,11112.0
11-Nov-2017 00:00,12-Nov-2017 00:00,0.0,0.0
12-Nov-2017 00:00,13-Nov-2017 00:00,2.5847461934376,4106.0
13-Nov-2017 00:00,14-Nov-2017 00:00,7.98373000000161,12526.0
14-Nov-2017 00:00,15-Nov-2017 00:00,7.76486000000313,11803.0
15-Nov-2017 00:00,16-Nov-2017 00:00,7.14719999999832,10728.0
16-Nov-2017 00:00,17-Nov-2017 00:00,8.82714999998803,13666.0
17-Nov-2017 00:00,18-Nov-2017 00:00,3.6874199999969,5960.0
18-Nov-2017 00:00,19-Nov-2017 00:00,3.13519000000367,5333.0
19-Nov-2017 00:00,20-Nov-2017 00:00,0.000899999999906868,2.0
20-Nov-2017 00:00,21-Nov-2017 00:00,6.44459996497957,10966.0
21-Nov-2017 00:00,22-Nov-2017 00:00,6.3570500000047,11248.0
22-Nov-2017 00:00,23-Nov-2017 00:00,5.57321999999788,9945.0
23-Nov-2017 00:00,24-Nov-2017 00:00,7.44396000000229,12996.0
24-Nov-2017 00:00,25-Nov-2017 00:00,6.78410000000172,10647.0
25-Nov-2017 00:00,26-Nov-2017 00:00,0.0,0.0
26-Nov-2017 00:00,27-Nov-2017 00:00,4.11324999999441,6583.0
27-Nov-2017 00:00,28-Nov-2017 00:00,8.19473999999463,13052.0
28-Nov-2017 00:00,29-Nov-2017 00:00,7.36128000000864,11565.0
29-Nov-2017 00:00,30-Nov-2017 00:00,15.0580891370268,22967.0
30-Nov-2017 00:00,01-Dec-2017 00:00,6.77896000001184,10849.0
01-Dec-2017 00:00,02-Dec-2017 00:00,6.27226000001281,10942.0
02-Dec-2017 00:00,03-Dec-2017 00:00,0.929669999999227,1532.0
03-Dec-2017 00:00,04-Dec-2017 00:00,0.0,0.0
04-Dec-2017 00:00,05-Dec-2017 00:00,7.28763999999617,11796.0
05-Dec-2017 00:00,06-Dec-2017 00:00,6.73489999999339,11032.0
06-Dec-2017 00:00,07-Dec-2017 00:00,6.33232999999379,10497.0
07-Dec-2017 00:00,08-Dec-2017 00:00,6.99046000000369,10936.0
08-Dec-2017 00:00,09-Dec-2017 00:00,6.95411000000033,12075.0
09-Dec-2017 00:00,10-Dec-2017 00:00,0.0,0.0
10-Dec-2017 00:00,11-Dec-2017 00:00,2.95129042011336,4597.0
11-Dec-2017 00:00,12-Dec-2017 00:00,6.79520999999717,11248.0
12-Dec-2017 00:00,13-Dec-2017 00:00,6.95394999999134,11188.0
13-Dec-2017 00:00,14-Dec-2017 00:00,6.7445599999968,10689.0
14-Dec-2017 00:00,15-Dec-2017 00:00,7.11135999998404,11206.0
15-Dec-2017 00:00,16-Dec-2017 00:00,6.72219999999157,11121.0
16-Dec-2017 00:00,17-Dec-2017 00:00,5.31758999999776,8797.0
17-Dec-2017 00:00,18-Dec-2017 00:00,0.024100000000326,36.0
18-Dec-2017 00:00,19-Dec-2017 00:00,7.922339999991,12284.0
19-Dec-2017 00:00,20-Dec-2017 00:00,7.1660099999907,11839.0
20-Dec-2017 00:00,21-Dec-2017 00:00,6.27633999999706,9761.0
21-Dec-2017 00:00,22-Dec-2017 00:00,7.65686999997986,13002.0
22-Dec-2017 00:00,23-Dec-2017 00:00,8.17684999999567,13838.0
23-Dec-2017 00:00,24-Dec-2017 00:00,0.00812999999988824,12.0
24-Dec-2017 00:00,25-Dec-2017 00:00,0.0,0.0
25-Dec-2017 00:00,26-Dec-2017 00:00,6.92964000001084,11662.0
26-Dec-2017 00:00,27-Dec-2017 00:00,8.22455999999866,13501.0
27-Dec-2017 00:00,28-Dec-2017 00:00,7.2462200000044,12173.0
28-Dec-2017 00:00,29-Dec-2017 00:00,6.68124000000814,11084.0
29-Dec-2017 00:00,30-Dec-2017 00:00,0.00360000000009313,5.0
30-Dec-2017 00:00,31-Dec-2017 00:00,0.00514999999990687,7.0
31-Dec-2017 00:00,01-Jan-2018 00:00,0.00591999999992549,8.0
01-Jan-2018 00:00,02-Jan-2018 00:00,3.7316099999994,6824.0
02-Jan-2018 00:00,03-Jan-2018 00:00,6.69283000000147,11822.0
03-Jan-2018 00:00,04-Jan-2018 00:00,6.14722999999719,10671.0
04-Jan-2018 00:00,05-Jan-2018 00:00,6.48697999999812,10944.0
05-Jan-2018 00:00,06-Jan-2018 00:00,6.35714177010346,10980.6719691131
06-Jan-2018 00:00,07-Jan-2018 00:00,0.016348229894434,23.3280308868724
07-Jan-2018 00:00,08-Jan-2018 00:00,0.0375900000000838,50.0
08-Jan-2018 00:00,09-Jan-2018 00:00,7.10125999999838,11693.0
09-Jan-2018 00:00,10-Jan-2018 00:00,6.43089000000036,10812.0
10-Jan-2018 00:00,11-Jan-2018 00:00,7.02026999999932,11634.0
11-Jan-2018 00:00,12-Jan-2018 00:00,7.29895999999042,11810.0
12-Jan-2018 00:00,13-Jan-2018 00:00,3.76773999999789,5930.0
13-Jan-2018 00:00,14-Jan-2018 00:00,0.466685799341183,754.0
14-Jan-2018 00:00,15-Jan-2018 00:00,3.09966999999341,4649.0
15-Jan-2018 00:00,16-Jan-2018 00:00,7.46797999999998,11881.0
16-Jan-2018 00:00,17-Jan-2018 00:00,6.84259000002826,11765.0
17-Jan-2018 00:00,18-Jan-2018 00:00,7.15073999997741,12218.0
18-Jan-2018 00:00,19-Jan-2018 00:00,12.8752400000333,19659.0
19-Jan-2018 00:00,20-Jan-2018 00:00,8.44336000000546,14372.0
20-Jan-2018 00:00,21-Jan-2018 00:00,0.0,0.0
21-Jan-2018 00:00,22-Jan-2018 00:00,0.0,0.0
22-Jan-2018 00:00,23-Jan-2018 00:00,13.6095800001114,21063.0
23-Jan-2018 00:00,24-Jan-2018 00:00,6.9002700000531,10676.0
24-Jan-2018 00:00,25-Jan-2018 00:00,7.42825000005076,11788.0
25-Jan-2018 00:00,26-Jan-2018 00:00,7.30825754161225,11215.0
26-Jan-2018 00:00,27-Jan-2018 00:00,7.46149000008358,11421.0
27-Jan-2018 00:00,28-Jan-2018 00:00,0.00445000000018626,9.0
28-Jan-2018 00:00,29-Jan-2018 00:00,0.541889999998268,846.0
29-Jan-2018 00:00,30-Jan-2018 00:00,7.26064000003785,11845.0
30-Jan-2018 00:00,31-Jan-2018 00:00,6.77775000005914,10595.0
31-Jan-2018 00:00,01-Feb-2018 00:00,7.20543000001833,11958.0
01-Feb-2018 00:00,02-Feb-2018 00:00,7.12245000006584,11107.0
02-Feb-2018 00:00,03-Feb-2018 00:00,7.25584000006923,11391.0
03-Feb-2018 00:00,04-Feb-2018 00:00,0.0,0.0
04-Feb-2018 00:00,05-Feb-2018 00:00,1.05067999999784,1567.0
05-Feb-2018 00:00,06-Feb-2018 00:00,6.91593000000436,10927.0
06-Feb-2018 00:00,07-Feb-2018 00:00,6.68301000001701,10724.0
07-Feb-2018 00:00,08-Feb-2018 00:00,6.92308000001544,10628.0
08-Feb-2018 00:00,09-Feb-2018 00:00,6.72145000001183,10539.0
09-Feb-2018 00:00,10-Feb-2018 00:00,7.75522000002488,12566.0
10-Feb-2018 00:00,11-Feb-2018 00:00,1.32429000001354,1975.0
11-Feb-2018 00:00,12-Feb-2018 00:00,8.01120000007888,12138.0
12-Feb-2018 00:00,13-Feb-2018 00:00,7.43593000001879,12119.0
13-Feb-2018 00:00,14-Feb-2018 00:00,7.39272999999626,12188.0
14-Feb-2018 00:00,15-Feb-2018 00:00,4.87761484368052,8077.0
15-Feb-2018 00:00,16-Feb-2018 00:00,0.202854167840756,308.315055278227
16-Feb-2018 00:00,17-Feb-2018 00:00,0.634424020609401,1030.0
17-Feb-2018 00:00,18-Feb-2018 00:00,1.91742000000001,2898.0
18-Feb-2018 00:00,19-Feb-2018 00:00,0.0286200000000003,40.0
19-Feb-2018 00:00,20-Feb-2018 00:00,0.847420000000003,1232.0
20-Feb-2018 00:00,21-Feb-2018 00:00,2.12218,3140.0
21-Feb-2018 00:00,22-Feb-2018 00:00,1.65262,2635.0
22-Feb-2018 00:00,23-Feb-2018 00:00,6.46711146318314,11175.5408130524
23-Feb-2018 00:00,24-Feb-2018 00:00,8.17915853681665,12943.4591869476
24-Feb-2018 00:00,25-Feb-2018 00:00,7.15559,10814.0
25-Feb-2018 00:00,26-Feb-2018 00:00,0.000680000000000291,1.0
26-Feb-2018 00:00,27-Feb-2018 00:00,7.28423000000005,11715.0
27-Feb-2018 00:00,28-Feb-2018 00:00,6.31818000000033,9850.0
28-Feb-2018 00:00,01-Mar-2018 00:00,6.2195500000001,9572.0
01-Mar-2018 00:00,02-Mar-2018 00:00,6.51821000000048,9844.0
02-Mar-2018 00:00,03-Mar-2018 00:00,6.66414000000031,10785.0
03-Mar-2018 00:00,04-Mar-2018 00:00,7.36028999999964,11306.0
04-Mar-2018 00:00,05-Mar-2018 00:00,7.77964114836903,11324.0
05-Mar-2018 00:00,06-Mar-2018 00:00,14.0723100000004,21026.0
06-Mar-2018 00:00,07-Mar-2018 00:00,6.37746999999951,9908.0
07-Mar-2018 00:00,08-Mar-2018 00:00,6.84941999999958,10093.0
08-Mar-2018 00:00,09-Mar-2018 00:00,7.18404999999944,11223.0
09-Mar-2018 00:00,10-Mar-2018 00:00,7.00512999999966,10901.0
10-Mar-2018 00:00,11-Mar-2018 00:00,3.8094799999997,6128.0
11-Mar-2018 00:00,12-Mar-2018 00:00,0.0,0.0
12-Mar-2018 00:00,13-Mar-2018 00:00,4.66405000000045,6795.0
13-Mar-2018 00:00,14-Mar-2018 00:00,7.0002299999984,11574.0
14-Mar-2018 00:00,15-Mar-2018 00:00,6.32434999999756,10478.0
15-Mar-2018 00:00,16-Mar-2018 00:00,4.87333442383279,7789.27158604287
16-Mar-2018 00:00,17-Mar-2018 00:00,6.51375557616727,10906.7284139571
17-Mar-2018 00:00,18-Mar-2018 00:00,3.538679999999,5931.0
18-Mar-2018 00:00,19-Mar-2018 00:00,0.00176000000000931,4.0
19-Mar-2018 00:00,20-Mar-2018 00:00,12.3598599999979,18947.0
20-Mar-2018 00:00,21-Mar-2018 00:00,6.67749999999727,10815.0
21-Mar-2018 00:00,22-Mar-2018 00:00,6.41807999999917,9990.0
22-Mar-2018 00:00,23-Mar-2018 00:00,6.48527999999563,10389.0
23-Mar-2018 00:00,24-Mar-2018 00:00,6.94974999999686,11365.0
24-Mar-2018 00:00,25-Mar-2018 00:00,5.00492999999874,7909.0
25-Mar-2018 00:00,26-Mar-2018 00:00,0.779119999999763,1370.0
26-Mar-2018 00:00,27-Mar-2018 00:00,6.88991999999716,11556.0
27-Mar-2018 00:00,28-Mar-2018 00:00,7.26460999999679,11358.0
28-Mar-2018 00:00,29-Mar-2018 00:00,7.01241999999725,11861.0
29-Mar-2018 00:00,30-Mar-2018 00:00,7.12518999999776,11392.0
30-Mar-2018 00:00,31-Mar-2018 00:00,7.10655999999924,11341.0
31-Mar-2018 00:00,01-Apr-2018 00:00,6.98510000000021,12148.0
01-Apr-2018 00:00,02-Apr-2018 00:00,0.0,0.0
02-Apr-2018 00:00,03-Apr-2018 00:00,12.1940399999984,19656.0
03-Apr-2018 00:00,04-Apr-2018 00:00,7.09703999999879,10688.0
04-Apr-2018 00:00,05-Apr-2018 00:00,6.79448999999312,10414.0
05-Apr-2018 00:00,06-Apr-2018 00:00,0.0,0.0
06-Apr-2018 00:00,07-Apr-2018 00:00,0.928239999999234,1495.0
07-Apr-2018 00:00,08-Apr-2018 00:00,0.0158399999999674,20.0
08-Apr-2018 00:00,09-Apr-2018 00:00,8.18734999998799,12400.0
09-Apr-2018 00:00,10-Apr-2018 00:00,13.0084999999829,19321.0
10-Apr-2018 00:00,11-Apr-2018 00:00,7.6871199999922,12960.0
11-Apr-2018 00:00,12-Apr-2018 00:00,6.79377999999025,11433.0
12-Apr-2018 00:00,13-Apr-2018 00:00,6.56924999999109,10921.0
13-Apr-2018 00:00,14-Apr-2018 00:00,7.20330999998818,11438.0
14-Apr-2018 00:00,15-Apr-2018 00:00,5.25332999999449,8473.0
15-Apr-2018 00:00,16-Apr-2018 00:00,5.7980499999962,9488.0
16-Apr-2018 00:00,17-Apr-2018 00:00,7.49818999999465,12943.0
17-Apr-2018 00:00,18-Apr-2018 00:00,7.78945434624597,14164.0
18-Apr-2018 00:00,19-Apr-2018 00:00,7.06557999999373,11531.0
19-Apr-2018 00:00,20-Apr-2018 00:00,9.91699831653677,15516.0
20-Apr-2018 00:00,21-Apr-2018 00:00,8.95571999999817,12505.0
21-Apr-2018 00:00,22-Apr-2018 00:00,4.0042699999981,7128.0
22-Apr-2018 00:00,23-Apr-2018 00:00,4.62320999999664,8008.0
23-Apr-2018 00:00,24-Apr-2018 00:00,12.5599599999799,20096.0
24-Apr-2018 00:00,25-Apr-2018 00:00,9.17319999999192,16419.0
25-Apr-2018 00:00,26-Apr-2018 00:00,7.47404999999283,13381.0
26-Apr-2018 00:00,27-Apr-2018 00:00,4.87350999999698,8258.0
27-Apr-2018 00:00,28-Apr-2018 00:00,7.62243999999441,12618.0
28-Apr-2018 00:00,29-Apr-2018 00:00,6.38072999999399,11629.0
29-Apr-2018 00:00,30-Apr-2018 00:00,2.80115000000002,4521.0
30-Apr-2018 00:00,01-May-2018 00:00,1.02786999999965,1758.0
01-May-2018 00:00,02-May-2018 00:00,0.0278399999999674,37.0
02-May-2018 00:00,03-May-2018 00:00,7.51208999999106,13112.0
03-May-2018 00:00,04-May-2018 00:00,6.83613999998855,11716.0
04-May-2018 00:00,05-May-2018 00:00,4.94465999999701,8055.0
05-May-2018 00:00,06-May-2018 00:00,1.31609999999753,2378.0
06-May-2018 00:00,07-May-2018 00:00,1.98032999999746,3629.0
07-May-2018 00:00,08-May-2018 00:00,7.46400132752053,13406.0
08-May-2018 00:00,09-May-2018 00:00,7.21354999999551,11505.0
09-May-2018 00:00,10-May-2018 00:00,6.74304999999219,11832.0
10-May-2018 00:00,11-May-2018 00:00,6.90124999999395,12574.0
11-May-2018 00:00,12-May-2018 00:00,7.02361784842087,11769.0
12-May-2018 00:00,13-May-2018 00:00,2.06339999999892,3787.0
13-May-2018 00:00,14-May-2018 00:00,2.4600599999979,4555.0
14-May-2018 00:00,15-May-2018 00:00,1.88472999999806,3416.0
15-May-2018 00:00,16-May-2018 00:00,8.21970999999991,12373.0
16-May-2018 00:00,17-May-2018 00:00,8.76312942023442,12539.0
17-May-2018 00:00,18-May-2018 00:00,7.04329999999708,11785.0
18-May-2018 00:00,19-May-2018 00:00,7.54265688874607,12589.0
19-May-2018 00:00,20-May-2018 00:00,3.40324252026134,5571.7836977516
20-May-2018 00:00,21-May-2018 00:00,1.03309747974259,1837.2163022484
21-May-2018 00:00,22-May-2018 00:00,6.64511567952309,11934.0
22-May-2018 00:00,23-May-2018 00:00,7.44709822905273,12177.0
23-May-2018 00:00,24-May-2018 00:00,8.23601463062211,14544.0
24-May-2018 00:00,25-May-2018 00:00,6.55565000001213,11678.0
25-May-2018 00:00,26-May-2018 00:00,6.63073000001116,11149.0
26-May-2018 00:00,27-May-2018 00:00,10.5949900000057,19032.0
27-May-2018 00:00,28-May-2018 00:00,9.69930000001157,17756.0
28-May-2018 00:00,29-May-2018 00:00,6.51179717812222,11606.0
29-May-2018 00:00,30-May-2018 00:00,5.97214978231129,10413.0
30-May-2018 00:00,31-May-2018 00:00,7.03735074103926,12750.0
31-May-2018 00:00,01-Jun-2018 00:00,6.26470000000775,10779.0
01-Jun-2018 00:00,02-Jun-2018 00:00,6.52700120088318,11661.0
02-Jun-2018 00:00,03-Jun-2018 00:00,1.89704000000202,3451.0
03-Jun-2018 00:00,04-Jun-2018 00:00,1.58052000000328,2932.0
04-Jun-2018 00:00,05-Jun-2018 00:00,6.89847000000521,11606.0
05-Jun-2018 00:00,06-Jun-2018 00:00,8.66964419114113,12263.0
06-Jun-2018 00:00,07-Jun-2018 00:00,8.90094996095239,13010.0
07-Jun-2018 00:00,08-Jun-2018 00:00,8.82628045955789,11652.0
08-Jun-2018 00:00,09-Jun-2018 00:00,6.447020000007,11454.0
09-Jun-2018 00:00,10-Jun-2018 00:00,3.40569201092771,5926.0
10-Jun-2018 00:00,11-Jun-2018 00:00,7.88710145163815,13880.0
11-Jun-2018 00:00,12-Jun-2018 00:00,6.72017373447341,11858.0
12-Jun-2018 00:00,13-Jun-2018 00:00,6.22525935358764,10769.0
13-Jun-2018 00:00,14-Jun-2018 00:00,7.11436479967658,12319.2455291753
14-Jun-2018 00:00,15-Jun-2018 00:00,10.4487155774911,17456.7544708247
15-Jun-2018 00:00,16-Jun-2018 00:00,7.82361385592062,13649.0
16-Jun-2018 00:00,17-Jun-2018 00:00,1.23480000000098,2279.0
17-Jun-2018 00:00,18-Jun-2018 00:00,1.64110100996646,2760.0
18-Jun-2018 00:00,19-Jun-2018 00:00,0.0576100000001024,86.0
19-Jun-2018 00:00,20-Jun-2018 00:00,7.0112100000045,11947.0
20-Jun-2018 00:00,21-Jun-2018 00:00,7.26951000000921,12768.0
21-Jun-2018 00:00,22-Jun-2018 00:00,7.18693000000773,12734.0
22-Jun-2018 00:00,23-Jun-2018 00:00,8.02757000000833,13692.0
23-Jun-2018 00:00,24-Jun-2018 00:00,0.149229999999981,234.0
24-Jun-2018 00:00,25-Jun-2018 00:00,1.86037000000116,3330.0
25-Jun-2018 00:00,26-Jun-2018 00:00,6.41870000001474,11686.0
26-Jun-2018 00:00,27-Jun-2018 00:00,13.4393905821998,22141.0
27-Jun-2018 00:00,28-Jun-2018 00:00,6.98486000000616,12576.0
28-Jun-2018 00:00,29-Jun-2018 00:00,9.26805196181533,17091.0
29-Jun-2018 00:00,30-Jun-2018 00:00,8.4280000000149,15075.0
30-Jun-2018 00:00,01-Jul-2018 00:00,2.575600000003,4545.0
